TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,DATETIME_PRECISION,IS_NULLABLE
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,LastCalculationSettingChangedType,9,varchar,200,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,LastCalculationSettingChangedValue,10,decimal,NULL,10,2,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,LastCalculationSettingChangedSource,11,varchar,100,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,LastCalculationSettingChangedReason,12,varchar,1000,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,LastCalculationSettingCalculationId,13,varchar,36,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,ValidFromUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,ValidToUtc,15,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,SourceChangedTimestampUtc,16,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,CreatedTimestampUtc,17,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,UpdatedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,LastBidPublishTimestampUtc,2,datetime2,NULL,NULL,NULL,6,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,LastBidPublishStrategy,3,varchar,200,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,LastBidPublishValue,4,decimal,NULL,10,2,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,LastBidPublishSource,5,varchar,100,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,LastBidPublishReason,6,varchar,1000,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,LastBidPublishCalculationId,7,varchar,36,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,LastCalculationSettingChangedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,LastCalculationSettingChangedType,9,varchar,200,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,LastCalculationSettingChangedValue,10,decimal,NULL,10,2,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,LastCalculationSettingChangedSource,11,varchar,100,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,LastCalculationSettingChangedReason,12,varchar,1000,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,LastCalculationSettingCalculationId,13,varchar,36,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,ValidFromUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,ValidToUtc,15,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,SourceChangedTimestampUtc,16,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,CreatedTimestampUtc,17,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,UpdatedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,LastBidPublishTimestampUtc,2,datetime2,NULL,NULL,NULL,6,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,LastBidPublishStrategy,3,varchar,200,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,LastBidPublishValue,4,decimal,NULL,10,2,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,LastBidPublishSource,5,varchar,100,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,LastBidPublishReason,6,varchar,1000,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,LastBidPublishCalculationId,7,varchar,36,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,LastCalculationSettingChangedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,LastCalculationSettingChangedType,9,varchar,200,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,LastCalculationSettingChangedValue,10,decimal,NULL,10,2,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,LastCalculationSettingChangedSource,11,varchar,100,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,LastCalculationSettingChangedReason,12,varchar,1000,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,LastCalculationSettingCalculationId,13,varchar,36,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,ValidFromUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,ValidToUtc,15,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,SourceChangedTimestampUtc,16,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,CreatedTimestampUtc,17,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,UpdatedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,LastBidPublishTimestampUtc,2,datetime2,NULL,NULL,NULL,6,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,LastBidPublishStrategy,3,varchar,200,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,LastBidPublishValue,4,decimal,NULL,10,2,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,LastBidPublishSource,5,varchar,100,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,LastBidPublishReason,6,varchar,1000,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,LastBidPublishCalculationId,7,varchar,36,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,LastCalculationSettingChangedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,LastCalculationSettingChangedType,9,varchar,200,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,LastCalculationSettingChangedValue,10,decimal,NULL,10,2,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,LastCalculationSettingChangedSource,11,varchar,100,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,LastCalculationSettingChangedReason,12,varchar,1000,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,LastCalculationSettingCalculationId,13,varchar,36,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,ValidFromUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,ValidToUtc,15,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,SourceChangedTimestampUtc,16,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,CreatedTimestampUtc,17,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,UpdatedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,LastBidPublishTimestampUtc,2,datetime2,NULL,NULL,NULL,6,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,LastBidPublishStrategy,3,varchar,200,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,LastBidPublishValue,4,decimal,NULL,10,2,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,LastBidPublishSource,5,varchar,100,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,LastBidPublishReason,6,varchar,1000,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,LastBidPublishCalculationId,7,varchar,36,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,LastCalculationSettingChangedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,LastCalculationSettingChangedType,9,varchar,200,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,LastCalculationSettingChangedValue,10,decimal,NULL,10,2,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,LastCalculationSettingChangedSource,11,varchar,100,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,LastCalculationSettingChangedReason,12,varchar,1000,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,LastCalculationSettingCalculationId,13,varchar,36,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,ValidFromUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,ValidToUtc,15,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,SourceChangedTimestampUtc,16,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,CreatedTimestampUtc,17,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,UpdatedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,LastBidPublishTimestampUtc,2,datetime2,NULL,NULL,NULL,6,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,LastBidPublishStrategy,3,varchar,200,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,LastBidPublishValue,4,decimal,NULL,10,2,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,LastBidPublishSource,5,varchar,100,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,LastBidPublishReason,6,varchar,1000,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,LastBidPublishCalculationId,7,varchar,36,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,LastCalculationSettingChangedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,LastCalculationSettingChangedType,9,varchar,200,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,LastCalculationSettingChangedValue,10,decimal,NULL,10,2,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,LastCalculationSettingChangedSource,11,varchar,100,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,LastCalculationSettingChangedReason,12,varchar,1000,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,LastCalculationSettingCalculationId,13,varchar,36,NULL,NULL,NULL,YES
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,ValidFromUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,ValidToUtc,15,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,SourceChangedTimestampUtc,16,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,CreatedTimestampUtc,17,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,UpdatedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Category,CategoryId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Category,CategoryName,2,varchar,200,NULL,NULL,NULL,NO
GoTicketsBronze,Category,EventType,3,varchar,100,NULL,NULL,NULL,NO
GoTicketsBronze,Category,ParentCategoryId,4,bigint,NULL,19,0,NULL,YES
GoTicketsBronze,Category,OriginCreatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Category,OriginUpdatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Category,UpstreamUpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Category,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Category,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Event,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Event,EventName,2,varchar,500,NULL,NULL,NULL,NO
GoTicketsBronze,Event,EventDateTimeLocal,3,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Event,EventStatus,4,varchar,20,NULL,NULL,NULL,NO
GoTicketsBronze,Event,EventTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Event,IfNecessary,6,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Event,IsDateTbd,7,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Event,IsMultiDate,8,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Event,IsParking,9,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Event,IsTimeTbd,10,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Event,MergedToEventId,11,bigint,NULL,19,0,NULL,YES
GoTicketsBronze,Event,MinimumAge,12,int,NULL,10,0,NULL,YES
GoTicketsBronze,Event,ParkingEventId,13,bigint,NULL,19,0,NULL,YES
GoTicketsBronze,Event,VenueConfigurationId,14,bigint,NULL,19,0,NULL,YES
GoTicketsBronze,Event,VenueId,15,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Event,HasListings,16,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Event,OriginCreatedTimestampUtc,17,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Event,OriginUpdatedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Event,CreatedTimestampUtc,19,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Event,UpdatedTimestampUtc,20,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Event,UpstreamUpdatedTimestampUtc,21,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,EventPerformer,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,EventPerformer,PerformerId,2,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,EventPerformer,IsMaster,3,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,EventPerformer,CreatedTimestampUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,EventPerformer,UpdatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,EventPerformer,UpstreamUpdatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,EventStats,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,EventStats,ListingCount,2,int,NULL,10,0,NULL,NO
GoTicketsBronze,EventStats,SeatListingCount,3,int,NULL,10,0,NULL,NO
GoTicketsBronze,EventStats,ArbListingCount,4,int,NULL,10,0,NULL,NO
GoTicketsBronze,EventStats,ZoneListingCount,5,int,NULL,10,0,NULL,NO
GoTicketsBronze,EventStats,ListingQuantity,6,int,NULL,10,0,NULL,NO
GoTicketsBronze,EventStats,ZoneListingQuantity,7,int,NULL,10,0,NULL,NO
GoTicketsBronze,EventStats,ArbListingQuantity,8,int,NULL,10,0,NULL,NO
GoTicketsBronze,EventStats,OneQuantityListingCount,9,int,NULL,10,0,NULL,NO
GoTicketsBronze,EventStats,TwoQuantityListingCount,10,int,NULL,10,0,NULL,NO
GoTicketsBronze,EventStats,ThreeQuantityListingCount,11,int,NULL,10,0,NULL,NO
GoTicketsBronze,EventStats,FourQuantityListingCount,12,int,NULL,10,0,NULL,NO
GoTicketsBronze,EventStats,FivePlusQuantityListingCount,13,int,NULL,10,0,NULL,NO
GoTicketsBronze,EventStats,MinPrice,14,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,EventStats,MaxPrice,15,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,EventStats,AvgPrice,16,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,EventStats,OriginUpdatedTimestampUtc,17,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,EventStats,SourceChangedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,EventStats,CreatedTimestampUtc,19,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,EventStats,UpdatedTimestampUtc,20,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,ExchangeData,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,ExchangeData,TransactionDateTimeUtc,2,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,ExchangeData,ExchangeName,3,varchar,255,NULL,NULL,NULL,NO
GoTicketsBronze,ExchangeData,Orders,4,int,NULL,10,0,NULL,NO
GoTicketsBronze,ExchangeData,TicketQuantity,5,int,NULL,10,0,NULL,NO
GoTicketsBronze,ExchangeData,Revenue,6,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,ExchangeData,SourceCreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,ExchangeData,SourceChangedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,ExchangeData,CreatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,ExchangeData,UpdatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,ListingAttribute,ListingAttributeId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,ListingAttribute,Name,2,varchar,200,NULL,NULL,NULL,NO
GoTicketsBronze,ListingAttribute,Disclosure,3,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,ListingAttribute,ViewDisclosure,4,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,ListingAttribute,CreatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,ListingAttribute,UpdatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,ListingAttribute,UpstreamUpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,MappingData,EntityId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,MappingData,EntityType,2,varchar,50,NULL,NULL,NULL,NO
GoTicketsBronze,MappingData,EntitySource,3,varchar,50,NULL,NULL,NULL,NO
GoTicketsBronze,MappingData,ExternalId,4,varchar,255,NULL,NULL,NULL,NO
GoTicketsBronze,MappingData,OriginUpdatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,MappingData,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,MappingData,UpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,MappingData,UpstreamUpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,OnSalesData,OnSaleId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,OnSalesData,EventId,2,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,OnSalesData,OnSaleType,3,varchar,50,NULL,NULL,NULL,NO
GoTicketsBronze,OnSalesData,OnSaleTimeUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,OnSalesData,OriginUpdatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,OnSalesData,IsDeleted,6,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,OnSalesData,CreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,OnSalesData,UpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,OnSalesData,SourceChangedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Order,OrderId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Order,PartnerId,2,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Order,OrderTimestampUtc,3,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Order,ServiceFee,4,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,Order,DeliveryFee,5,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,Order,InsuranceFee,6,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,Order,EstimatedInsuranceRevenueShare,7,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,Order,DeliveryMethod,8,varchar,200,NULL,NULL,NULL,NO
GoTicketsBronze,Order,Instant,9,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Order,Processed,10,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Order,Cancelled,11,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Order,CancelledFraud,12,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Order,Section,13,varchar,400,NULL,NULL,NULL,NO
GoTicketsBronze,Order,Row,14,varchar,200,NULL,NULL,NULL,NO
GoTicketsBronze,Order,Quantity,15,int,NULL,10,0,NULL,NO
GoTicketsBronze,Order,Zone,16,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Order,EventId,17,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Order,ItemTotal,18,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,Order,UnitWholesalePrice,19,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,Order,OriginalCostTotal,20,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,Order,OrderTotal,21,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,Order,TaxAmount,22,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,Order,BillingState,23,varchar,200,NULL,NULL,NULL,NO
GoTicketsBronze,Order,BillingPostalCode,24,varchar,20,NULL,NULL,NULL,NO
GoTicketsBronze,Order,EmailHash,25,varchar,64,NULL,NULL,NULL,NO
GoTicketsBronze,Order,OriginUpdatedTimestampUtc,26,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Order,CreatedTimestampUtc,27,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Order,UpdatedTimestampUtc,28,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Order,SourceChangedTimestampUtc,29,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,PartnerData,OrderId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,PartnerData,PartnerDataParseStatus,2,varchar,20,NULL,NULL,NULL,NO
GoTicketsBronze,PartnerData,Uuid,3,varchar,50,NULL,NULL,NULL,YES
GoTicketsBronze,PartnerData,CreatedTimestampUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,PartnerData,UpdatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,PartnerData,SourceChangedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Payment,PaymentId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Payment,PartnerId,2,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Payment,CompanyName,3,varchar,128,NULL,NULL,NULL,NO
GoTicketsBronze,Payment,PaymentTimeUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Payment,PaymentType,5,varchar,50,NULL,NULL,NULL,NO
GoTicketsBronze,Payment,Commission,6,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,Payment,AdjustmentAmount,7,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,Payment,Total,8,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,Payment,ExternalNotes,9,varchar,512,NULL,NULL,NULL,NO
GoTicketsBronze,Payment,IsPaid,10,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Payment,PaymentDetail,11,varchar,512,NULL,NULL,NULL,NO
GoTicketsBronze,Payment,CreatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Payment,UpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Payment,UpstreamUpdatedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,PaymentDetail,PaymentDetailId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,PaymentDetail,PaymentId,2,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,PaymentDetail,OrderId,3,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,PaymentDetail,PayoutType,4,varchar,50,NULL,NULL,NULL,NO
GoTicketsBronze,PaymentDetail,OrderPayoutAmount,5,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,PaymentDetail,OrderAdjustmentAmount,6,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,PaymentDetail,TotalPayoutAmount,7,decimal,NULL,18,4,NULL,NO
GoTicketsBronze,PaymentDetail,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,PaymentDetail,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
