TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,DATETIME_PRECISION,IS_NULLABLE
GoTicketsEntityMap,EventMapHistory,CreatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,EventMapHistory,UpdatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,GoogleAdsAdGroupMap,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,GoogleAdsAdGroupMap,CampaignId,2,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,GoogleAdsAdGroupMap,AccountId,3,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,GoogleAdsAdGroupMap,AdGroupExportStrategyType,4,varchar,100,NULL,NULL,NULL,YES
GoTicketsEntityMap,GoogleAdsAdGroupMap,ExportType,5,varchar,50,NULL,NULL,NULL,YES
GoTicketsEntityMap,GoogleAdsAdGroupMap,EventClusterId,6,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,GoogleAdsAdGroupMap,VenueId,7,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,GoogleAdsAdGroupMap,ParentVenueId,8,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,GoogleAdsAdGroupMap,PrimaryPerformerId,9,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,GoogleAdsAdGroupMap,CountryCode,10,char,2,NULL,NULL,NULL,YES
GoTicketsEntityMap,GoogleAdsAdGroupMap,CategoryId,11,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,GoogleAdsAdGroupMap,SourceChangedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,GoogleAdsAdGroupMap,CreatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,GoogleAdsAdGroupMap,UpdatedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,GoogleAdsCampaignEventMap,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,GoogleAdsCampaignEventMap,EventId,2,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,GoogleAdsCampaignEventMap,AccountId,3,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,GoogleAdsCampaignEventMap,SourceChangedTimestampUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,GoogleAdsCampaignEventMap,CreatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,GoogleAdsCampaignEventMap,UpdatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,GoogleAdsCampaignMap,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,GoogleAdsCampaignMap,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,GoogleAdsCampaignMap,ExportType,3,varchar,50,NULL,NULL,NULL,YES
GoTicketsEntityMap,GoogleAdsCampaignMap,EventClusterId,4,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,GoogleAdsCampaignMap,VenueId,5,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,GoogleAdsCampaignMap,ParentVenueId,6,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,GoogleAdsCampaignMap,PrimaryPerformerId,7,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,GoogleAdsCampaignMap,CountryCode,8,char,2,NULL,NULL,NULL,YES
GoTicketsEntityMap,GoogleAdsCampaignMap,CategoryId,9,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,GoogleAdsCampaignMap,SourceChangedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,GoogleAdsCampaignMap,CreatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,GoogleAdsCampaignMap,UpdatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,CampaignId,2,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,AccountId,3,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,AdGroupExportStrategyType,4,varchar,100,NULL,NULL,NULL,YES
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,ExportType,5,varchar,50,NULL,NULL,NULL,YES
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,EventClusterId,6,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,VenueId,7,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,ParentVenueId,8,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,PrimaryPerformerId,9,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,CountryCode,10,char,2,NULL,NULL,NULL,YES
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,CategoryId,11,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,SourceChangedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,CreatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,UpdatedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,MicrosoftAdsCampaignEventMap,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,MicrosoftAdsCampaignEventMap,EventId,2,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,MicrosoftAdsCampaignEventMap,AccountId,3,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,MicrosoftAdsCampaignEventMap,SourceChangedTimestampUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,MicrosoftAdsCampaignEventMap,CreatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,MicrosoftAdsCampaignEventMap,UpdatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,MicrosoftAdsCampaignMap,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,MicrosoftAdsCampaignMap,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,MicrosoftAdsCampaignMap,ExportType,3,varchar,50,NULL,NULL,NULL,YES
GoTicketsEntityMap,MicrosoftAdsCampaignMap,EventClusterId,4,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,MicrosoftAdsCampaignMap,VenueId,5,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,MicrosoftAdsCampaignMap,ParentVenueId,6,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,MicrosoftAdsCampaignMap,PrimaryPerformerId,7,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,MicrosoftAdsCampaignMap,CountryCode,8,char,2,NULL,NULL,NULL,YES
GoTicketsEntityMap,MicrosoftAdsCampaignMap,CategoryId,9,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,MicrosoftAdsCampaignMap,SourceChangedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,MicrosoftAdsCampaignMap,CreatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,MicrosoftAdsCampaignMap,UpdatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEventSummary,EventSummary,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsEventSummary,EventSummary,EventStatus,2,varchar,20,NULL,NULL,NULL,NO
GoTicketsEventSummary,EventSummary,EventTimestampUtc,3,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEventSummary,EventSummary,PreviousPresaleDateTimeUtc,4,datetime2,NULL,NULL,NULL,6,YES
GoTicketsEventSummary,EventSummary,NextPresaleDateTimeUtc,5,datetime2,NULL,NULL,NULL,6,YES
GoTicketsEventSummary,EventSummary,PreviousOnsaleDateTimeUtc,6,datetime2,NULL,NULL,NULL,6,YES
GoTicketsEventSummary,EventSummary,NextOnsaleDateTimeUtc,7,datetime2,NULL,NULL,NULL,6,YES
GoTicketsEventSummary,EventSummary,IsFutureEvent,8,bit,NULL,NULL,NULL,NULL,NO
GoTicketsEventSummary,EventSummary,IsFutureScheduled,9,bit,NULL,NULL,NULL,NULL,NO
GoTicketsEventSummary,EventSummary,IsFutureTbd,10,bit,NULL,NULL,NULL,NULL,NO
GoTicketsEventSummary,EventSummary,SourceChangedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEventSummary,EventSummary,CreatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEventSummary,EventSummary,UpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,ExchangeName,2,varchar,256,NULL,NULL,NULL,NO
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,ExchangeOrders,3,int,NULL,10,0,NULL,NO
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,ExchangeQuantity,4,int,NULL,10,0,NULL,NO
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,ExchangeRevenue,5,decimal,NULL,18,2,NULL,NO
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,SourceChangedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,CreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,UpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,ExchangeOrders,2,int,NULL,10,0,NULL,NO
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,ExchangeQuantity,3,int,NULL,10,0,NULL,NO
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,ExchangeRevenue,4,decimal,NULL,18,2,NULL,NO
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,SourceChangedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,UpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,ClosePeerExchangeMetric,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsExchangeMetric,ClosePeerExchangeMetric,CalendarId,2,bigint,NULL,19,0,NULL,NO
GoTicketsExchangeMetric,ClosePeerExchangeMetric,ExchangeOrders,3,int,NULL,10,0,NULL,NO
GoTicketsExchangeMetric,ClosePeerExchangeMetric,ExchangeQuantity,4,int,NULL,10,0,NULL,NO
GoTicketsExchangeMetric,ClosePeerExchangeMetric,ExchangeRevenue,5,decimal,NULL,18,2,NULL,NO
GoTicketsExchangeMetric,ClosePeerExchangeMetric,SourceChangedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,ClosePeerExchangeMetric,CreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,ClosePeerExchangeMetric,UpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,DetailedExchangeMetric,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsExchangeMetric,DetailedExchangeMetric,CalendarId,2,bigint,NULL,19,0,NULL,NO
GoTicketsExchangeMetric,DetailedExchangeMetric,ExchangeName,3,varchar,256,NULL,NULL,NULL,NO
GoTicketsExchangeMetric,DetailedExchangeMetric,ExchangeOrders,4,int,NULL,10,0,NULL,NO
GoTicketsExchangeMetric,DetailedExchangeMetric,ExchangeQuantity,5,int,NULL,10,0,NULL,NO
GoTicketsExchangeMetric,DetailedExchangeMetric,ExchangeRevenue,6,decimal,NULL,18,2,NULL,NO
GoTicketsExchangeMetric,DetailedExchangeMetric,SourceChangedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,DetailedExchangeMetric,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,DetailedExchangeMetric,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,StandardExchangeMetric,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsExchangeMetric,StandardExchangeMetric,CalendarId,2,bigint,NULL,19,0,NULL,NO
GoTicketsExchangeMetric,StandardExchangeMetric,ExchangeOrders,3,int,NULL,10,0,NULL,NO
GoTicketsExchangeMetric,StandardExchangeMetric,ExchangeQuantity,4,int,NULL,10,0,NULL,NO
GoTicketsExchangeMetric,StandardExchangeMetric,ExchangeRevenue,5,decimal,NULL,18,2,NULL,NO
GoTicketsExchangeMetric,StandardExchangeMetric,SourceChangedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,StandardExchangeMetric,CreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsExchangeMetric,StandardExchangeMetric,UpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsFunnelMetric,FunnelMetric,FunnelMetricIdentifier,1,varchar,36,NULL,NULL,NULL,NO
GoTicketsFunnelMetric,FunnelMetric,TrafficSourceId,2,bigint,NULL,19,0,NULL,NO
GoTicketsFunnelMetric,FunnelMetric,CalendarId,3,bigint,NULL,19,0,NULL,NO
GoTicketsFunnelMetric,FunnelMetric,ActivityStartTimestampUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsFunnelMetric,FunnelMetric,ActivityEndTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsFunnelMetric,FunnelMetric,PageType,6,varchar,50,NULL,NULL,NULL,NO
GoTicketsFunnelMetric,FunnelMetric,PageEntryType,7,varchar,50,NULL,NULL,NULL,NO
GoTicketsFunnelMetric,FunnelMetric,ImpressionCount,8,int,NULL,10,0,NULL,NO
GoTicketsFunnelMetric,FunnelMetric,SourceChangedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsFunnelMetric,FunnelMetric,CreatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsFunnelMetric,FunnelMetric,UpdatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsFunnelMetric,GoogleAdsFunnelMetricTrafficSource,TrafficSourceId,1,bigint,NULL,19,0,NULL,NO
GoTicketsFunnelMetric,GoogleAdsFunnelMetricTrafficSource,TrafficSourceIdentifier,2,varchar,36,NULL,NULL,NULL,NO
GoTicketsFunnelMetric,GoogleAdsFunnelMetricTrafficSource,AccountId,3,bigint,NULL,19,0,NULL,YES
GoTicketsFunnelMetric,GoogleAdsFunnelMetricTrafficSource,CampaignId,4,bigint,NULL,19,0,NULL,YES
GoTicketsFunnelMetric,GoogleAdsFunnelMetricTrafficSource,AdGroupId,5,bigint,NULL,19,0,NULL,YES
GoTicketsFunnelMetric,GoogleAdsFunnelMetricTrafficSource,SourceChangedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsFunnelMetric,GoogleAdsFunnelMetricTrafficSource,CreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsFunnelMetric,GoogleAdsFunnelMetricTrafficSource,UpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsFunnelMetric,MicrosoftAdsFunnelMetricTrafficSource,TrafficSourceId,1,bigint,NULL,19,0,NULL,NO
GoTicketsFunnelMetric,MicrosoftAdsFunnelMetricTrafficSource,TrafficSourceIdentifier,2,varchar,36,NULL,NULL,NULL,NO
GoTicketsFunnelMetric,MicrosoftAdsFunnelMetricTrafficSource,AccountId,3,bigint,NULL,19,0,NULL,YES
GoTicketsFunnelMetric,MicrosoftAdsFunnelMetricTrafficSource,CampaignId,4,bigint,NULL,19,0,NULL,YES
GoTicketsFunnelMetric,MicrosoftAdsFunnelMetricTrafficSource,AdGroupId,5,bigint,NULL,19,0,NULL,YES
GoTicketsFunnelMetric,MicrosoftAdsFunnelMetricTrafficSource,SourceChangedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsFunnelMetric,MicrosoftAdsFunnelMetricTrafficSource,CreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsFunnelMetric,MicrosoftAdsFunnelMetricTrafficSource,UpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsInventoryMetric,EventInventoryMetric,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsInventoryMetric,EventInventoryMetric,EffectiveListingCount,2,int,NULL,10,0,NULL,NO
GoTicketsInventoryMetric,EventInventoryMetric,ListingCount,3,int,NULL,10,0,NULL,NO
GoTicketsInventoryMetric,EventInventoryMetric,SeatListingCount,4,int,NULL,10,0,NULL,YES
GoTicketsInventoryMetric,EventInventoryMetric,ArbListingCount,5,int,NULL,10,0,NULL,YES
GoTicketsInventoryMetric,EventInventoryMetric,ZoneListingCount,6,int,NULL,10,0,NULL,YES
GoTicketsInventoryMetric,EventInventoryMetric,ValidFromUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsInventoryMetric,EventInventoryMetric,ValidToUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsInventoryMetric,EventInventoryMetric,SourceChangedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsInventoryMetric,EventInventoryMetric,CreatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsInventoryMetric,EventInventoryMetric,UpdatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsInventoryMetric,EventInventoryMetricHistory,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsInventoryMetric,EventInventoryMetricHistory,EffectiveListingCount,2,int,NULL,10,0,NULL,NO
GoTicketsInventoryMetric,EventInventoryMetricHistory,ListingCount,3,int,NULL,10,0,NULL,NO
GoTicketsInventoryMetric,EventInventoryMetricHistory,SeatListingCount,4,int,NULL,10,0,NULL,YES
GoTicketsInventoryMetric,EventInventoryMetricHistory,ArbListingCount,5,int,NULL,10,0,NULL,YES
GoTicketsInventoryMetric,EventInventoryMetricHistory,ZoneListingCount,6,int,NULL,10,0,NULL,YES
GoTicketsInventoryMetric,EventInventoryMetricHistory,ValidFromUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsInventoryMetric,EventInventoryMetricHistory,ValidToUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsInventoryMetric,EventInventoryMetricHistory,SourceChangedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsInventoryMetric,EventInventoryMetricHistory,CreatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsInventoryMetric,EventInventoryMetricHistory,UpdatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAccountMembership,AccountId,1,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,GoogleAdsAccountMembership,ValidFromUtc,2,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAccountMembership,ValidToUtc,3,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAccountMembership,SourceChangedTimestampUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAccountMembership,CreatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAccountMembershipHistory,AccountId,1,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,GoogleAdsAccountMembershipHistory,ValidFromUtc,2,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAccountMembershipHistory,ValidToUtc,3,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAccountMembershipHistory,SourceChangedTimestampUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAccountMembershipHistory,CreatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAdGroupMembership,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,GoogleAdsAdGroupMembership,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,GoogleAdsAdGroupMembership,CampaignId,3,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,GoogleAdsAdGroupMembership,ValidFromUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAdGroupMembership,ValidToUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAdGroupMembership,SourceChangedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAdGroupMembership,CreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAdGroupMembershipHistory,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,GoogleAdsAdGroupMembershipHistory,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,GoogleAdsAdGroupMembershipHistory,CampaignId,3,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,GoogleAdsAdGroupMembershipHistory,ValidFromUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAdGroupMembershipHistory,ValidToUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAdGroupMembershipHistory,SourceChangedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsAdGroupMembershipHistory,CreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsCampaignMembership,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,GoogleAdsCampaignMembership,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,GoogleAdsCampaignMembership,ValidFromUtc,3,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsCampaignMembership,ValidToUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsCampaignMembership,SourceChangedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsCampaignMembership,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsCampaignMembershipHistory,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,GoogleAdsCampaignMembershipHistory,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,GoogleAdsCampaignMembershipHistory,ValidFromUtc,3,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsCampaignMembershipHistory,ValidToUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsCampaignMembershipHistory,SourceChangedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,GoogleAdsCampaignMembershipHistory,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAccountMembership,AccountId,1,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,MicrosoftAdsAccountMembership,ValidFromUtc,2,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAccountMembership,ValidToUtc,3,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAccountMembership,SourceChangedTimestampUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAccountMembership,CreatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAccountMembershipHistory,AccountId,1,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,MicrosoftAdsAccountMembershipHistory,ValidFromUtc,2,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAccountMembershipHistory,ValidToUtc,3,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAccountMembershipHistory,SourceChangedTimestampUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAccountMembershipHistory,CreatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembership,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembership,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembership,CampaignId,3,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembership,ValidFromUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembership,ValidToUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembership,SourceChangedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembership,CreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembershipHistory,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembershipHistory,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembershipHistory,CampaignId,3,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembershipHistory,ValidFromUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembershipHistory,ValidToUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembershipHistory,SourceChangedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsAdGroupMembershipHistory,CreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsCampaignMembership,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,MicrosoftAdsCampaignMembership,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,MicrosoftAdsCampaignMembership,ValidFromUtc,3,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsCampaignMembership,ValidToUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsCampaignMembership,SourceChangedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsCampaignMembership,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsCampaignMembershipHistory,CampaignId,1,bigint,NULL,19,0,NULL,NO
