schema_name,table_name,column_id,column_name,data_type,max_length,precision,scale,is_nullable,pk_name,pk_ordinal,fk_name,fk_ordinal,ref_schema_name,ref_table_name,ref_column_name
GoTicketsCoreEntity,Order,12,ContractDeliveryFee,decimal,9,18,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,13,InsuranceFee,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,14,UnitWholesalePrice,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,15,EstimatedInsuranceRevenueShare,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,16,InsuranceRevenueCommission,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,17,BaseCommission,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,18,UpsideCommission,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,19,TotalEstimatedCommission,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,20,ActualCommission,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,21,ItemTotal,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,22,TotalWholesalePrice,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,23,OriginalCostTotal,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,24,OrderTotal,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,25,TaxAmount,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,26,BillingState,varchar,200,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,27,BillingPostalCode,varchar,20,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,28,Zone,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,29,EventId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,30,VisitorIdentifier,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,31,AttributionStrategy,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,32,OrderAttributionType,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,33,TrafficSourceIdentifier,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,34,PrimarySourceSegment,varchar,1024,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,35,SecondarySourceSegment,varchar,1024,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,36,GoogleAdsCampaignId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,37,GoogleAdsAdGroupId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,38,GoogleAdsAdId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,39,MicrosoftAdsCampaignId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,40,MicrosoftAdsAdGroupId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,41,MicrosoftAdsAdId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,42,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,43,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Order,44,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Performer,1,PerformerId,bigint,8,19,0,0,PK_Performer,1,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Performer,2,PerformerName,varchar,400,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Performer,3,PrimaryCategoryId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Performer,4,ParentPerformerId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Performer,5,ParkingPerformerId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Performer,6,IsParking,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Performer,7,IsDeleted,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Performer,8,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Performer,9,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Performer,10,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,1,VenueId,bigint,8,19,0,0,PK_Venue,1,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,2,VenueName,varchar,400,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,3,City,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,4,State,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,5,PostalCode,varchar,40,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,6,Country,char,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,7,TimeZone,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,8,Latitude,decimal,5,8,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,9,Longitude,decimal,5,9,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,10,IsParentVenue,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,11,IsParking,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,12,ParentVenueId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,13,ParkingVenueId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,14,IsDeleted,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,15,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,16,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,Venue,17,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,VisitorProfile,1,VisitorIdentifier,varchar,36,0,0,0,PK_VisitorProfile,1,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,VisitorProfile,2,DeviceType,varchar,40,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,VisitorProfile,3,OperatingSystem,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,VisitorProfile,4,EmailHash,varchar,64,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,VisitorProfile,5,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,VisitorProfile,6,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsCoreEntity,VisitorProfile,7,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMap,1,EventId,bigint,8,19,0,0,PK_EventMap,1,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMap,2,EventClusterId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMap,3,VenueId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMap,4,ParentVenueId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMap,5,PrimaryPerformerId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMap,6,CountryCode,char,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMap,7,CategoryId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMap,8,ValidFromUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMap,9,ValidToUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMap,10,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMap,11,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMap,12,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMapHistory,1,EventId,bigint,8,19,0,0,PK_EventMapHistory,1,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMapHistory,2,EventClusterId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMapHistory,3,VenueId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMapHistory,4,ParentVenueId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMapHistory,5,PrimaryPerformerId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMapHistory,6,CountryCode,char,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMapHistory,7,CategoryId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMapHistory,8,ValidFromUtc,datetime2,8,26,6,0,PK_EventMapHistory,2,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMapHistory,9,ValidToUtc,datetime2,8,26,6,0,PK_EventMapHistory,3,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMapHistory,10,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMapHistory,11,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,EventMapHistory,12,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,1,AdGroupId,bigint,8,19,0,0,PK_GoogleAdsAdGroupMap,1,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,2,CampaignId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,3,AccountId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,4,AdGroupExportStrategyType,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,5,ExportType,varchar,50,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,6,EventClusterId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,7,VenueId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,8,ParentVenueId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,9,PrimaryPerformerId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,10,CountryCode,char,2,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,11,CategoryId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,12,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,13,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsAdGroupMap,14,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignEventMap,1,CampaignId,bigint,8,19,0,0,PK_GoogleAdsCampaignEventMap,1,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignEventMap,2,EventId,bigint,8,19,0,0,PK_GoogleAdsCampaignEventMap,2,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignEventMap,3,AccountId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignEventMap,4,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignEventMap,5,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignEventMap,6,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignMap,1,CampaignId,bigint,8,19,0,0,PK_GoogleAdsCampaignMap,1,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignMap,2,AccountId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignMap,3,ExportType,varchar,50,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignMap,4,EventClusterId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignMap,5,VenueId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignMap,6,ParentVenueId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignMap,7,PrimaryPerformerId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignMap,8,CountryCode,char,2,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignMap,9,CategoryId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignMap,10,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignMap,11,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,GoogleAdsCampaignMap,12,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,1,AdGroupId,bigint,8,19,0,0,PK_MicrosoftAdsAdGroupMap,1,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,2,CampaignId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,3,AccountId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,4,AdGroupExportStrategyType,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,5,ExportType,varchar,50,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,6,EventClusterId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,7,VenueId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,8,ParentVenueId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,9,PrimaryPerformerId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,10,CountryCode,char,2,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,11,CategoryId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,12,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,13,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsAdGroupMap,14,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignEventMap,1,CampaignId,bigint,8,19,0,0,PK_MicrosoftAdsCampaignEventMap,1,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignEventMap,2,EventId,bigint,8,19,0,0,PK_MicrosoftAdsCampaignEventMap,2,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignEventMap,3,AccountId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignEventMap,4,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignEventMap,5,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignEventMap,6,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignMap,1,CampaignId,bigint,8,19,0,0,PK_MicrosoftAdsCampaignMap,1,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignMap,2,AccountId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignMap,3,ExportType,varchar,50,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignMap,4,EventClusterId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignMap,5,VenueId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignMap,6,ParentVenueId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignMap,7,PrimaryPerformerId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignMap,8,CountryCode,char,2,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignMap,9,CategoryId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignMap,10,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignMap,11,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEntityMap,MicrosoftAdsCampaignMap,12,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,1,EventId,bigint,8,19,0,0,PK_EventSummary,1,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,2,EventStatus,varchar,20,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,3,EventTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,4,PreviousPresaleDateTimeUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,5,NextPresaleDateTimeUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,6,PreviousOnsaleDateTimeUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,7,NextOnsaleDateTimeUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,8,IsFutureEvent,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,9,IsFutureScheduled,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,10,IsFutureTbd,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,11,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,12,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsEventSummary,EventSummary,13,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,1,EventId,bigint,8,19,0,0,PK_AllTimeDetailedExchangeMetric,1,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,2,ExchangeName,varchar,256,0,0,0,PK_AllTimeDetailedExchangeMetric,2,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,3,ExchangeOrders,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,4,ExchangeQuantity,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,5,ExchangeRevenue,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,6,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,7,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeDetailedExchangeMetric,8,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,1,EventId,bigint,8,19,0,0,PK_AllTimeStandardExchangeMetric,1,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,2,ExchangeOrders,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,3,ExchangeQuantity,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,4,ExchangeRevenue,decimal,9,18,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,5,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,6,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,AllTimeStandardExchangeMetric,7,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,ClosePeerExchangeMetric,1,EventId,bigint,8,19,0,0,PK_ClosePeerExchangeMetric,2,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,ClosePeerExchangeMetric,2,CalendarId,bigint,8,19,0,0,PK_ClosePeerExchangeMetric,1,NULL,NULL,NULL,NULL,NULL
GoTicketsExchangeMetric,ClosePeerExchangeMetric,3,ExchangeOrders,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
